,id,province,city,area,street,community,code_num,create_time,edit_time,expire_date,change_type,code_province,code_city,code_area
70,71,西藏自治区,日喀则地区,南木林县,,,542322000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,540000000000,542300000000,542322000000
73,74,重庆市,,铜梁县,,,500224000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,500000000000,500200000000,500224000000
130,131,广东省,云浮市,云安县,,,445323000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,440000000000,445300000000,445323000000
141,142,河南省,开封市,开封县,,,410224000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,410000000000,410200000000,410224000000
217,218,山东省,滨州市,沾化县,,,371624000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,370000000000,371600000000,371624000000
283,284,西藏自治区,昌都地区,丁青县,,,542125000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,540000000000,542100000000,542125000000
291,292,江苏省,连云港市,新浦区,,,320705000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,320000000000,320700000000,320705000000
358,359,贵州省,安顺市,平坝县,,,520421000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,520000000000,520400000000,520421000000
377,378,西藏自治区,日喀则地区,昂仁县,,,542327000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,540000000000,542300000000,542327000000
449,450,西藏自治区,日喀则地区,萨嘎县,,,542337000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,540000000000,542300000000,542337000000
485,486,广东省,茂名市,茂港区,,,440903000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,440000000000,440900000000,440903000000
583,584,四川省,眉山市,彭山县,,,511422000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,510000000000,511400000000,511422000000
592,593,西藏自治区,日喀则地区,聂拉木县,,,542336000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,540000000000,542300000000,542336000000
615,616,西藏自治区,日喀则地区,康马县,,,542331000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,540000000000,542300000000,542331000000
744,745,西藏自治区,日喀则地区,定结县,,,542332000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,540000000000,542300000000,542332000000
828,829,黑龙江省,哈尔滨市,双城市,,,230182000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,230000000000,230100000000,230182000000
863,864,山东省,威海市,文登市,,,371081000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,370000000000,371000000000,371081000000
890,891,西藏自治区,日喀则地区,,,,542300000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,540000000000,542300000000,542300000000
978,979,西藏自治区,昌都地区,江达县,,,542122000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,540000000000,542100000000,542122000000
1060,1061,西藏自治区,昌都地区,类乌齐县,,,542124000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,540000000000,542100000000,542124000000
1071,1072,西藏自治区,日喀则地区,拉孜县,,,542326000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,540000000000,542300000000,542326000000
1146,1147,西藏自治区,日喀则地区,谢通门县,,,542328000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,540000000000,542300000000,542328000000
1216,1217,西藏自治区,日喀则地区,定日县,,,542324000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,540000000000,542300000000,542324000000
1226,1227,浙江省,杭州市,富阳市,,,330183000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,330000000000,330100000000,330183000000
1246,1247,西藏自治区,昌都地区,察雅县,,,542126000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,540000000000,542100000000,542126000000
1284,1285,河北省,石家庄市,鹿泉市,,,130185000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,130000000000,130100000000,130185000000
1310,1311,广东省,广州市,从化市,,,440184000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,440000000000,440100000000,440184000000
1316,1317,西藏自治区,昌都地区,边坝县,,,542133000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,540000000000,542100000000,542133000000
1615,1616,西藏自治区,昌都地区,左贡县,,,542128000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,540000000000,542100000000,542128000000
1652,1653,西藏自治区,昌都地区,贡觉县,,,542123000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,540000000000,542100000000,542123000000
1688,1689,西藏自治区,昌都地区,洛隆县,,,542132000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,540000000000,542100000000,542132000000
1703,1704,西藏自治区,日喀则地区,日喀则市,,,542301000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,540000000000,542300000000,542301000000
1886,1887,山东省,临沂市,苍山县,,,371324000000,12/21/2017 11:18:26,12/21/2017 14:53:02,12/31/2013,名称变更,370000000000,371300000000,371324000000
1940,1941,西藏自治区,日喀则地区,萨迦县,,,542325000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,540000000000,542300000000,542325000000
1961,1962,江苏省,连云港市,赣榆县,,,320721000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,320000000000,320700000000,320721000000
2003,2004,云南省,迪庆藏族自治州,香格里拉县,,,533421000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,530000000000,533400000000,533421000000
2037,2038,西藏自治区,日喀则地区,白朗县,,,542329000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,540000000000,542300000000,542329000000
2061,2062,重庆市,,璧山县,,,500227000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,500000000000,500200000000,500227000000
2219,2220,陕西省,西安市,高陵县,,,610126000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,610000000000,610100000000,610126000000
2239,2240,福建省,龙岩市,永定县,,,350822000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,350000000000,350800000000,350822000000
2302,2303,西藏自治区,日喀则地区,岗巴县,,,542338000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,540000000000,542300000000,542338000000
2327,2328,西藏自治区,日喀则地区,仲巴县,,,542333000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,540000000000,542300000000,542333000000
2340,2341,吉林省,长春市,九台市,,,220181000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,220000000000,220100000000,220181000000
2381,2382,西藏自治区,日喀则地区,亚东县,,,542334000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,540000000000,542300000000,542334000000
2452,2453,西藏自治区,日喀则地区,仁布县,,,542330000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,540000000000,542300000000,542330000000
2453,2454,西藏自治区,日喀则地区,吉隆县,,,542335000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,540000000000,542300000000,542335000000
2528,2529,广东省,广州市,增城市,,,440183000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,440000000000,440100000000,440183000000
2592,2593,西藏自治区,昌都地区,芒康县,,,542129000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,540000000000,542100000000,542129000000
2595,2596,河北省,石家庄市,栾城县,,,130124000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,130000000000,130100000000,130124000000
2622,2623,广东省,阳江市,阳东县,,,441723000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,440000000000,441700000000,441723000000
2635,2636,西藏自治区,日喀则地区,江孜县,,,542323000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,540000000000,542300000000,542323000000
2658,2659,河北省,石家庄市,藁城市,,,130182000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,130000000000,130100000000,130182000000
2665,2666,西藏自治区,昌都地区,八宿县,,,542127000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,540000000000,542100000000,542127000000
2782,2783,河南省,开封市,金明区,,,410211000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,410000000000,410200000000,410211000000
2805,2806,湖北省,十堰市,郧县,,,420321000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,420000000000,420300000000,420321000000
2851,2852,西藏自治区,昌都地区,昌都县,,,542121000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,540000000000,542100000000,542121000000
2892,2893,西藏自治区,昌都地区,,,,542100000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,540000000000,542100000000,542100000000
2983,2984,山东省,德州市,陵县,,,371421000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,370000000000,371400000000,371421000000
3046,3047,福建省,南平市,建阳市,,,350784000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,350000000000,350700000000,350784000000
3123,3124,广东省,茂名市,电白县,,,440923000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,440000000000,440900000000,440923000000
3148,3149,广东省,广州市,萝岗区,,,440116000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,440000000000,440100000000,440116000000
